date,series,nav
2020-09-11,Iter97 best regime overlay,10402973.869229795
2020-09-14,Iter97 best regime overlay,11300515.507279769
2020-09-15,Iter97 best regime overlay,11260684.64452233
2020-09-16,Iter97 best regime overlay,11461852.397465102
2020-09-17,Iter97 best regime overlay,11383058.061693119
2020-09-18,Iter97 best regime overlay,11748270.718851944
2020-09-21,Iter97 best regime overlay,11572066.57798603
2020-09-22,Iter97 best regime overlay,11680503.920415375
2020-09-23,Iter97 best regime overlay,11244611.888916917
2020-09-24,Iter97 best regime overlay,10988256.261650188
2020-09-25,Iter97 best regime overlay,10562529.628217623
2020-09-28,Iter97 best regime overlay,10923921.498026593
2020-09-29,Iter97 best regime overlay,10484874.996814119
2020-09-30,Iter97 best regime overlay,10634440.30794373
2020-10-05,Iter97 best regime overlay,11287447.718958927
2020-10-06,Iter97 best regime overlay,11161842.471613403
2020-10-07,Iter97 best regime overlay,11351745.994985122
2020-10-08,Iter97 best regime overlay,11210607.790322315
2020-10-12,Iter97 best regime overlay,11062055.071689256
2020-10-13,Iter97 best regime overlay,11015968.378108352
2020-10-14,Iter97 best regime overlay,11076856.032126458
2020-10-15,Iter97 best regime overlay,10952535.475596178
2020-10-16,Iter97 best regime overlay,10448932.273738638
2020-10-19,Iter97 best regime overlay,10480027.323345037
2020-10-20,Iter97 best regime overlay,10338076.570510002
2020-10-21,Iter97 best regime overlay,10301168.927976051
2020-10-22,Iter97 best regime overlay,10315767.795579186
2020-10-23,Iter97 best regime overlay,10349409.744894715
2020-10-26,Iter97 best regime overlay,10083978.4891797
2020-10-27,Iter97 best regime overlay,10326368.206288898
2020-10-28,Iter97 best regime overlay,10224290.64222498
2020-10-29,Iter97 best regime overlay,10558728.201121781
2020-10-30,Iter97 best regime overlay,10076259.618069114
2020-11-02,Iter97 best regime overlay,9683650.719012806
2020-11-03,Iter97 best regime overlay,9844781.702303996
2020-11-04,Iter97 best regime overlay,9926489.244333582
2020-11-05,Iter97 best regime overlay,9870455.705719465
2020-11-06,Iter97 best regime overlay,9791219.364808498
2020-11-09,Iter97 best regime overlay,10004044.958468083
2020-11-10,Iter97 best regime overlay,9184177.18438545
2020-11-11,Iter97 best regime overlay,9549056.731747229
2020-11-12,Iter97 best regime overlay,9544505.256891094
2020-11-13,Iter97 best regime overlay,9520782.957669888
2020-11-16,Iter97 best regime overlay,9519393.147599878
2020-11-17,Iter97 best regime overlay,9468288.315676667
2020-11-18,Iter97 best regime overlay,9696098.756938603
2020-11-19,Iter97 best regime overlay,9956527.363661816
2020-11-20,Iter97 best regime overlay,9845393.7963509
2020-11-23,Iter97 best regime overlay,10459937.85304314
2020-11-24,Iter97 best regime overlay,10299108.0657012
2020-11-25,Iter97 best regime overlay,10448213.951485513
2020-11-26,Iter97 best regime overlay,10794927.662631001
2020-11-27,Iter97 best regime overlay,11185959.500884425
2020-11-30,Iter97 best regime overlay,11040871.52993721
2020-12-01,Iter97 best regime overlay,11390578.105873356
2020-12-02,Iter97 best regime overlay,11851297.591854181
2020-12-03,Iter97 best regime overlay,11572628.274384324
2020-12-04,Iter97 best regime overlay,12338657.993919162
2020-12-07,Iter97 best regime overlay,12556599.570084937
2020-12-08,Iter97 best regime overlay,12877766.504166495
2020-12-09,Iter97 best regime overlay,12667001.13094017
2020-12-10,Iter97 best regime overlay,12255598.540076857
2020-12-11,Iter97 best regime overlay,11848556.955880629
2020-12-14,Iter97 best regime overlay,12035192.780240314
2020-12-15,Iter97 best regime overlay,11832038.525513815
2020-12-16,Iter97 best regime overlay,12020946.16447523
2020-12-17,Iter97 best regime overlay,12004706.420054888
2020-12-18,Iter97 best regime overlay,11744796.052597756
2020-12-21,Iter97 best regime overlay,11734614.66800917
2020-12-22,Iter97 best regime overlay,11211593.440585632
2020-12-23,Iter97 best regime overlay,11463156.360331366
2020-12-24,Iter97 best regime overlay,11508111.568986837
2020-12-25,Iter97 best regime overlay,11487726.685979005
2020-12-28,Iter97 best regime overlay,11633940.598311106
2020-12-29,Iter97 best regime overlay,11647944.630721191
2020-12-30,Iter97 best regime overlay,11620607.073030403
2020-12-31,Iter97 best regime overlay,11658628.182222597
2021-01-04,Iter97 best regime overlay,11480634.46614923
2021-01-05,Iter97 best regime overlay,11553755.592231326
2021-01-06,Iter97 best regime overlay,11267141.599008832
2021-01-07,Iter97 best regime overlay,11546138.385536635
2021-01-08,Iter97 best regime overlay,11143463.760640245
2021-01-11,Iter97 best regime overlay,11712382.114050556
2021-01-12,Iter97 best regime overlay,11676112.340893818
2021-01-13,Iter97 best regime overlay,11889364.593532596
2021-01-14,Iter97 best regime overlay,12262141.623180075
2021-01-15,Iter97 best regime overlay,11963254.063974088
2021-01-18,Iter97 best regime overlay,12557672.286764706
2021-01-19,Iter97 best regime overlay,12155606.127528407
2021-01-20,Iter97 best regime overlay,11368756.389133709
2021-01-21,Iter97 best regime overlay,11219529.713073004
2021-01-22,Iter97 best regime overlay,11998700.839027805
2021-01-25,Iter97 best regime overlay,11784251.443546174
2021-01-26,Iter97 best regime overlay,11018371.568483423
2021-01-27,Iter97 best regime overlay,11172119.039170586
2021-01-28,Iter97 best regime overlay,11126186.217085917
2021-01-29,Iter97 best regime overlay,10975342.465417039
2021-02-01,Iter97 best regime overlay,10835225.493936172
2021-02-02,Iter97 best regime overlay,11247190.05577051
2021-02-03,Iter97 best regime overlay,11237427.983019019
2021-02-04,Iter97 best regime overlay,11256881.070647003
2021-02-05,Iter97 best regime overlay,11851450.062034413
2021-02-17,Iter97 best regime overlay,12702784.553145701
2021-02-18,Iter97 best regime overlay,12484539.157267561
2021-02-19,Iter97 best regime overlay,12376491.657756258
2021-02-22,Iter97 best regime overlay,12226902.20151998
2021-02-23,Iter97 best regime overlay,11885125.554878643
2021-02-24,Iter97 best regime overlay,11794979.436126634
2021-02-25,Iter97 best regime overlay,11961439.021291243
2021-02-26,Iter97 best regime overlay,11841002.437195145
2021-03-02,Iter97 best regime overlay,11655336.901839552
2021-03-03,Iter97 best regime overlay,11725265.993121995
2021-03-04,Iter97 best regime overlay,11604429.68820005
2021-03-05,Iter97 best regime overlay,11247697.646425933
2021-03-08,Iter97 best regime overlay,11244260.542576984
2021-03-09,Iter97 best regime overlay,11036603.879776197
2021-03-10,Iter97 best regime overlay,11586440.082308011
2021-03-11,Iter97 best regime overlay,12462902.025569089
2021-03-12,Iter97 best regime overlay,12638779.20254647
2021-03-15,Iter97 best regime overlay,12994298.129561298
2021-03-16,Iter97 best regime overlay,12923139.046452137
2021-03-17,Iter97 best regime overlay,13224262.390501842
2021-03-18,Iter97 best regime overlay,13124623.538787762
2021-03-19,Iter97 best regime overlay,13271584.694919087
2021-03-22,Iter97 best regime overlay,13553528.697214777
2021-03-23,Iter97 best regime overlay,13185584.484943569
2021-03-24,Iter97 best regime overlay,13490223.352027891
2021-03-25,Iter97 best regime overlay,13506158.381815631
2021-03-26,Iter97 best regime overlay,14389424.537305681
2021-03-29,Iter97 best regime overlay,14590496.63586602
2021-03-30,Iter97 best regime overlay,15300936.382089285
2021-03-31,Iter97 best regime overlay,15274664.887062583
2021-04-01,Iter97 best regime overlay,15123203.143059015
2021-04-06,Iter97 best regime overlay,15786223.549363239
2021-04-07,Iter97 best regime overlay,16378418.400801525
2021-04-08,Iter97 best regime overlay,16641130.932925224
2021-04-09,Iter97 best regime overlay,16784133.13494413
2021-04-12,Iter97 best regime overlay,16458306.723422382
2021-04-13,Iter97 best regime overlay,15844998.635042634
2021-04-14,Iter97 best regime overlay,14319091.30896622
2021-04-15,Iter97 best regime overlay,14206792.119928494
2021-04-16,Iter97 best regime overlay,13696114.632490234
2021-04-19,Iter97 best regime overlay,13045623.577037646
2021-04-20,Iter97 best regime overlay,13181581.447686175
2021-04-21,Iter97 best regime overlay,13426992.407948451
2021-04-22,Iter97 best regime overlay,12569837.82192549
2021-04-23,Iter97 best regime overlay,13193178.211337052
2021-04-26,Iter97 best regime overlay,13751658.855513135
2021-04-27,Iter97 best regime overlay,13635528.371904919
2021-04-28,Iter97 best regime overlay,13232266.168670813
2021-04-29,Iter97 best regime overlay,13348439.782418074
2021-05-03,Iter97 best regime overlay,12799734.634539986
2021-05-04,Iter97 best regime overlay,11530015.013741108
2021-05-05,Iter97 best regime overlay,11199079.591692751
2021-05-06,Iter97 best regime overlay,10830900.524810875
2021-05-07,Iter97 best regime overlay,11608793.001352802
2021-05-10,Iter97 best regime overlay,12695889.306555226
2021-05-11,Iter97 best regime overlay,12549489.342599414
2021-05-12,Iter97 best regime overlay,11302700.824668776
2021-05-13,Iter97 best regime overlay,10180468.585707732
2021-05-14,Iter97 best regime overlay,9689409.211919751
2021-05-17,Iter97 best regime overlay,8909346.101443652
2021-05-18,Iter97 best regime overlay,9796431.628758658
2021-05-19,Iter97 best regime overlay,10773353.010480687
2021-05-20,Iter97 best regime overlay,11308348.559448358
2021-05-21,Iter97 best regime overlay,12421154.538072923
2021-05-24,Iter97 best regime overlay,12965180.16380243
2021-05-25,Iter97 best regime overlay,12368391.398388917
2021-05-26,Iter97 best regime overlay,13292951.153957462
2021-05-27,Iter97 best regime overlay,14035326.413498938
2021-05-28,Iter97 best regime overlay,15192247.60980249
2021-05-31,Iter97 best regime overlay,14743014.650490077
2021-06-01,Iter97 best regime overlay,16181302.540996527
2021-06-02,Iter97 best regime overlay,16258002.034850428
2021-06-03,Iter97 best regime overlay,16808273.543641105
2021-06-04,Iter97 best regime overlay,16640097.425142827
2021-06-07,Iter97 best regime overlay,15862278.659369037
2021-06-08,Iter97 best regime overlay,16889855.577952843
2021-06-09,Iter97 best regime overlay,16662039.4340286
2021-06-10,Iter97 best regime overlay,16387767.04259441
2021-06-11,Iter97 best regime overlay,17705709.030582692
2021-06-15,Iter97 best regime overlay,19444640.20223411
2021-06-16,Iter97 best regime overlay,19920883.54758018
2021-06-17,Iter97 best regime overlay,20619777.375303723
2021-06-18,Iter97 best regime overlay,21933674.16812286
2021-06-21,Iter97 best regime overlay,23731557.26268206
2021-06-22,Iter97 best regime overlay,23679519.20918767
2021-06-23,Iter97 best regime overlay,21355167.727644052
2021-06-24,Iter97 best regime overlay,23251870.03951173
2021-06-25,Iter97 best regime overlay,24557240.723316
2021-06-28,Iter97 best regime overlay,26018114.1002224
2021-06-29,Iter97 best regime overlay,25491181.16765174
2021-06-30,Iter97 best regime overlay,27205762.87686419
2021-07-01,Iter97 best regime overlay,28605032.43015561
2021-07-02,Iter97 best regime overlay,27875571.765962455
2021-07-05,Iter97 best regime overlay,27776239.88540225
2021-07-06,Iter97 best regime overlay,28862438.00850608
2021-07-07,Iter97 best regime overlay,27017052.07830726
2021-07-08,Iter97 best regime overlay,28359115.02724306
2021-07-09,Iter97 best regime overlay,25605710.59842878
2021-07-12,Iter97 best regime overlay,25419981.20409051
2021-07-13,Iter97 best regime overlay,22910576.990432885
2021-07-14,Iter97 best regime overlay,21694359.18223199
2021-07-15,Iter97 best regime overlay,23806921.677143008
2021-07-16,Iter97 best regime overlay,25051389.53466583
2021-07-19,Iter97 best regime overlay,24624265.62601924
2021-07-20,Iter97 best regime overlay,23005748.161259968
2021-07-21,Iter97 best regime overlay,21648540.435985498
2021-07-22,Iter97 best regime overlay,21920579.080274962
2021-07-23,Iter97 best regime overlay,22635686.626743816
2021-07-26,Iter97 best regime overlay,22255931.989555035
2021-07-27,Iter97 best regime overlay,20389340.195034087
2021-07-28,Iter97 best regime overlay,20352233.67701041
2021-07-29,Iter97 best regime overlay,22111191.298757028
2021-07-30,Iter97 best regime overlay,20423527.460762482
2021-08-02,Iter97 best regime overlay,20690805.469962575
2021-08-03,Iter97 best regime overlay,20978608.17002679
2021-08-04,Iter97 best regime overlay,20715478.778712627
2021-08-05,Iter97 best regime overlay,20389189.010586206
2021-08-06,Iter97 best regime overlay,20696797.25078179
2021-08-09,Iter97 best regime overlay,19945971.177161884
2021-08-10,Iter97 best regime overlay,19694856.74216964
2021-08-11,Iter97 best regime overlay,19049306.41089044
2021-08-12,Iter97 best regime overlay,19773301.75382952
2021-08-13,Iter97 best regime overlay,18665332.387376275
2021-08-16,Iter97 best regime overlay,18386065.535263438
2021-08-17,Iter97 best regime overlay,17752799.145808626
2021-08-19,Iter97 best regime overlay,18003950.81204305
2021-08-20,Iter97 best regime overlay,18693074.603312336
2021-08-23,Iter97 best regime overlay,20109855.23405748
2021-08-24,Iter97 best regime overlay,19805397.20127435
2021-08-25,Iter97 best regime overlay,20577057.837283812
2021-08-26,Iter97 best regime overlay,20416072.865221154
2021-08-27,Iter97 best regime overlay,19951951.57969855
2021-08-30,Iter97 best regime overlay,20049153.738574278
2021-08-31,Iter97 best regime overlay,20398098.1257435
2021-09-01,Iter97 best regime overlay,20591288.911199905
2021-09-02,Iter97 best regime overlay,20305960.915471606
2021-09-03,Iter97 best regime overlay,20783112.871091973
2021-09-06,Iter97 best regime overlay,20651810.73873809
2021-09-07,Iter97 best regime overlay,19546773.666067503
2021-09-08,Iter97 best regime overlay,18542692.510173917
2021-09-09,Iter97 best regime overlay,18907253.989735868
2021-09-10,Iter97 best regime overlay,18487920.714729108
2021-09-13,Iter97 best regime overlay,18301475.487484258
2021-09-14,Iter97 best regime overlay,19130226.7019512
2021-09-15,Iter97 best regime overlay,19247750.234974526
2021-09-16,Iter97 best regime overlay,19268268.88565384
2021-09-17,Iter97 best regime overlay,19653760.123352498
2021-09-22,Iter97 best regime overlay,19053465.960691966
2021-09-23,Iter97 best regime overlay,19582971.645871572
2021-09-24,Iter97 best regime overlay,20200456.57821759
2021-09-27,Iter97 best regime overlay,20625734.118329182
2021-09-28,Iter97 best regime overlay,20183145.6065835
2021-09-29,Iter97 best regime overlay,18795772.446897753
2021-09-30,Iter97 best regime overlay,19318536.669374656
2021-10-01,Iter97 best regime overlay,17942627.418246686
2021-10-04,Iter97 best regime overlay,17457966.530996293
2021-10-05,Iter97 best regime overlay,17614827.08932293
2021-10-06,Iter97 best regime overlay,18190656.788798973
2021-10-07,Iter97 best regime overlay,19065627.863744788
2021-10-08,Iter97 best regime overlay,19028309.950018786
2021-10-12,Iter97 best regime overlay,19196698.777832575
2021-10-13,Iter97 best regime overlay,19173557.88268936
2021-10-14,Iter97 best regime overlay,18496483.729449235
2021-10-15,Iter97 best regime overlay,18931847.52946933
2021-10-18,Iter97 best regime overlay,19386136.859399907
2021-10-19,Iter97 best regime overlay,19984072.515159577
2021-10-20,Iter97 best regime overlay,20918832.662439935
2021-10-21,Iter97 best regime overlay,21833416.428844772
2021-10-22,Iter97 best regime overlay,21676021.17722041
2021-10-25,Iter97 best regime overlay,21651662.355265897
2021-10-26,Iter97 best regime overlay,22009392.331015635
2021-10-27,Iter97 best regime overlay,22747637.43481515
2021-10-28,Iter97 best regime overlay,21550978.85916281
2021-10-29,Iter97 best regime overlay,21279413.41087655
2021-11-01,Iter97 best regime overlay,21969762.662029758
2021-11-02,Iter97 best regime overlay,20987617.34395173
2021-11-03,Iter97 best regime overlay,20635451.378970012
2021-11-04,Iter97 best regime overlay,20363469.734703526
2021-11-05,Iter97 best regime overlay,20981306.647296112
2021-11-08,Iter97 best regime overlay,19890352.33012188
2021-11-09,Iter97 best regime overlay,20092296.653556492
2021-11-10,Iter97 best regime overlay,20214091.673198547
2021-11-11,Iter97 best regime overlay,19843529.18805669
2021-11-12,Iter97 best regime overlay,19815452.100982826
2021-11-15,Iter97 best regime overlay,19242292.517308317
2021-11-16,Iter97 best regime overlay,19023098.567738205
2021-11-17,Iter97 best regime overlay,19193871.216130883
2021-11-18,Iter97 best regime overlay,19516411.287540697
2021-11-19,Iter97 best regime overlay,19887259.051157832
2021-11-22,Iter97 best regime overlay,20026556.76078663
2021-11-23,Iter97 best regime overlay,18978790.425137375
2021-11-24,Iter97 best regime overlay,18635480.024302617
2021-11-25,Iter97 best regime overlay,18102808.268225417
2021-11-26,Iter97 best regime overlay,17196448.30797631
2021-11-29,Iter97 best regime overlay,17418652.355242558
2021-11-30,Iter97 best regime overlay,17258069.410111047
2021-12-01,Iter97 best regime overlay,17646870.02156094
2021-12-02,Iter97 best regime overlay,17322599.616981022
2021-12-03,Iter97 best regime overlay,17587060.440225888
2021-12-06,Iter97 best regime overlay,17568063.04220011
2021-12-07,Iter97 best regime overlay,17348241.64053324
2021-12-08,Iter97 best regime overlay,17601224.389339924
2021-12-09,Iter97 best regime overlay,17825844.30905635
2021-12-10,Iter97 best regime overlay,17477679.993184634
2021-12-13,Iter97 best regime overlay,17340554.66139877
2021-12-14,Iter97 best regime overlay,16905061.564056277
2021-12-15,Iter97 best regime overlay,18111555.452984367
2021-12-16,Iter97 best regime overlay,19905098.586535193
2021-12-17,Iter97 best regime overlay,19195849.95046409
2021-12-20,Iter97 best regime overlay,18700328.54139075
2021-12-21,Iter97 best regime overlay,19612376.224349707
2021-12-22,Iter97 best regime overlay,19556818.62907386
2021-12-23,Iter97 best regime overlay,19533372.51377669
2021-12-24,Iter97 best regime overlay,19637179.24741365
2021-12-27,Iter97 best regime overlay,19054276.97341828
2021-12-28,Iter97 best regime overlay,19156956.061813895
2021-12-29,Iter97 best regime overlay,19024006.702458497
2021-12-30,Iter97 best regime overlay,19048046.560836513
2022-01-03,Iter97 best regime overlay,18945991.783417385
2022-01-04,Iter97 best regime overlay,18609612.027029604
2022-01-05,Iter97 best regime overlay,18095199.898449544
2022-01-06,Iter97 best regime overlay,18280435.484817676
2022-01-07,Iter97 best regime overlay,17275741.55976612
2022-01-10,Iter97 best regime overlay,17240298.832344647
2022-01-11,Iter97 best regime overlay,16738784.4546909
2022-01-12,Iter97 best regime overlay,16665983.111723997
2022-01-13,Iter97 best regime overlay,16428483.537709735
2022-01-14,Iter97 best regime overlay,16579486.359216146
2022-01-17,Iter97 best regime overlay,16909098.10568091
2022-01-18,Iter97 best regime overlay,17045676.81540576
2022-01-19,Iter97 best regime overlay,17103068.783849508
2022-01-20,Iter97 best regime overlay,16889100.640236147
2022-01-21,Iter97 best regime overlay,16361333.487606283
2022-01-24,Iter97 best regime overlay,16286822.92669186
2022-01-25,Iter97 best regime overlay,15689924.65689628
2022-01-26,Iter97 best regime overlay,15655589.797800317
2022-02-07,Iter97 best regime overlay,16476113.635514477
2022-02-08,Iter97 best regime overlay,16756612.312900644
2022-02-09,Iter97 best regime overlay,16673562.958068175
2022-02-10,Iter97 best regime overlay,16465542.906719958
2022-02-11,Iter97 best regime overlay,16237901.173510518
2022-02-14,Iter97 best regime overlay,15199722.279458242
2022-02-15,Iter97 best regime overlay,14980706.643330323
2022-02-16,Iter97 best regime overlay,15372571.077319095
2022-02-17,Iter97 best regime overlay,15532937.499438437
2022-02-18,Iter97 best regime overlay,15493862.218505971
2022-02-21,Iter97 best regime overlay,15520161.35066656
2022-02-22,Iter97 best regime overlay,14944428.777245278
2022-02-23,Iter97 best regime overlay,15622943.747931518
2022-02-24,Iter97 best regime overlay,15027935.931860885
2022-02-25,Iter97 best regime overlay,15339161.215418005
2022-03-01,Iter97 best regime overlay,15930831.131814545
2022-03-02,Iter97 best regime overlay,16461461.469842704
2022-03-03,Iter97 best regime overlay,16982726.948204868
2022-03-04,Iter97 best regime overlay,16292726.596134068
2022-03-07,Iter97 best regime overlay,15512986.987551415
2022-03-08,Iter97 best regime overlay,14819248.036446258
2022-03-09,Iter97 best regime overlay,15173709.255469527
2022-03-10,Iter97 best regime overlay,15591805.111453652
2022-03-11,Iter97 best regime overlay,15824726.582068615
2022-03-14,Iter97 best regime overlay,15844369.332525551
2022-03-15,Iter97 best regime overlay,15170499.767339941
2022-03-16,Iter97 best regime overlay,15183430.815673789
2022-03-17,Iter97 best regime overlay,15716711.319372673
2022-03-18,Iter97 best regime overlay,15676949.707936423
2022-03-21,Iter97 best regime overlay,15802784.037931675
2022-03-22,Iter97 best regime overlay,15896944.211428331
2022-03-23,Iter97 best regime overlay,15926264.470639419
2022-03-24,Iter97 best regime overlay,15875543.679302698
2022-03-25,Iter97 best regime overlay,15867099.84055857
2022-03-28,Iter97 best regime overlay,16664088.010252401
2022-03-29,Iter97 best regime overlay,17531051.503187776
2022-03-30,Iter97 best regime overlay,16918620.716626734
2022-03-31,Iter97 best regime overlay,16747039.064266127
2022-04-01,Iter97 best regime overlay,16527534.219183419
2022-04-06,Iter97 best regime overlay,16274707.197972594
2022-04-07,Iter97 best regime overlay,15763748.81289812
2022-04-08,Iter97 best regime overlay,15913814.052594049
2022-04-11,Iter97 best regime overlay,15732615.34728886
2022-04-12,Iter97 best regime overlay,15719436.890700327
2022-04-13,Iter97 best regime overlay,15827221.51263119
2022-04-14,Iter97 best regime overlay,15912990.469344936
2022-04-15,Iter97 best regime overlay,15529001.77075031
2022-04-18,Iter97 best regime overlay,15736005.212939171
2022-04-19,Iter97 best regime overlay,15558184.325961608
2022-04-20,Iter97 best regime overlay,15566901.304673208
2022-04-21,Iter97 best regime overlay,15490208.386323076
2022-04-22,Iter97 best regime overlay,14987004.422905384
2022-04-25,Iter97 best regime overlay,14794832.856252246
2022-04-26,Iter97 best regime overlay,14758326.00844279
2022-04-27,Iter97 best regime overlay,14759213.01581275
2022-04-28,Iter97 best regime overlay,14838794.344718266
2022-04-29,Iter97 best regime overlay,14871938.813725112
2022-05-03,Iter97 best regime overlay,14989817.42232908
2022-05-04,Iter97 best regime overlay,14895812.597741313
2022-05-05,Iter97 best regime overlay,15080747.410146665
2022-05-06,Iter97 best regime overlay,15077825.946466126
2022-05-09,Iter97 best regime overlay,14599889.909372713
2022-05-10,Iter97 best regime overlay,14582545.665336214
2022-05-11,Iter97 best regime overlay,14399427.723729314
2022-05-12,Iter97 best regime overlay,14200155.848020688
2022-05-13,Iter97 best regime overlay,14373166.170733985
2022-05-16,Iter97 best regime overlay,14661105.168195443
2022-05-17,Iter97 best regime overlay,14653551.194552502
2022-05-18,Iter97 best regime overlay,14888244.34776963
2022-05-19,Iter97 best regime overlay,14726139.339556668
2022-05-20,Iter97 best regime overlay,14697831.874669835
2022-05-23,Iter97 best regime overlay,14819561.943257729
2022-05-24,Iter97 best regime overlay,14543931.847508464
2022-05-25,Iter97 best regime overlay,14740183.649211284
2022-05-26,Iter97 best regime overlay,14625984.473645315
2022-05-27,Iter97 best regime overlay,14994037.99354981
2022-05-30,Iter97 best regime overlay,15151483.011333577
2022-05-31,Iter97 best regime overlay,15214071.597232405
2022-06-01,Iter97 best regime overlay,15529613.171026142
2022-06-02,Iter97 best regime overlay,15220299.793853596
2022-06-06,Iter97 best regime overlay,14808224.245618928
2022-06-07,Iter97 best regime overlay,14614188.414031573
2022-06-08,Iter97 best regime overlay,14585551.664240185
2022-06-09,Iter97 best regime overlay,14719607.29407776
2022-06-10,Iter97 best regime overlay,14438846.403023686
2022-06-13,Iter97 best regime overlay,14119756.256323805
2022-06-14,Iter97 best regime overlay,13996269.401501229
2022-06-15,Iter97 best regime overlay,13724887.687414907
2022-06-16,Iter97 best regime overlay,13665205.063333059
2022-06-17,Iter97 best regime overlay,13555285.53865297
2022-06-20,Iter97 best regime overlay,13325014.990575105
2022-06-21,Iter97 best regime overlay,13873491.583235867
2022-06-22,Iter97 best regime overlay,13239827.71816703
2022-06-23,Iter97 best regime overlay,13145560.269760255
2022-06-24,Iter97 best regime overlay,13150264.342965033
2022-06-27,Iter97 best regime overlay,13550342.464338776
2022-06-28,Iter97 best regime overlay,13355807.859377962
2022-06-29,Iter97 best regime overlay,13475729.335979719
2022-06-30,Iter97 best regime overlay,13191972.179651929
2022-07-01,Iter97 best regime overlay,12855365.504569782
2022-07-04,Iter97 best regime overlay,12920207.172395203
2022-07-05,Iter97 best regime overlay,13203677.904168952
2022-07-06,Iter97 best regime overlay,12709428.295991752
2022-07-07,Iter97 best regime overlay,13120696.354045365
2022-07-08,Iter97 best regime overlay,13115451.723231494
2022-07-11,Iter97 best regime overlay,13371201.299250094
2022-07-12,Iter97 best regime overlay,13346471.32960568
2022-07-13,Iter97 best regime overlay,13519980.602154627
2022-07-14,Iter97 best regime overlay,13612726.22169711
2022-07-15,Iter97 best regime overlay,13471978.774883714
2022-07-18,Iter97 best regime overlay,13642558.518628322
2022-07-19,Iter97 best regime overlay,13519427.915917838
2022-07-20,Iter97 best regime overlay,13397434.165284364
2022-07-21,Iter97 best regime overlay,13361944.951199722
2022-07-22,Iter97 best regime overlay,13259905.60020535
2022-07-25,Iter97 best regime overlay,13324685.43288391
2022-07-26,Iter97 best regime overlay,13149662.211054035
2022-07-27,Iter97 best regime overlay,13427447.5694651
2022-07-28,Iter97 best regime overlay,13294563.809749361
2022-07-29,Iter97 best regime overlay,13390358.922024883
2022-08-01,Iter97 best regime overlay,13452564.954685882
2022-08-02,Iter97 best regime overlay,13282117.883975692
2022-08-03,Iter97 best regime overlay,12926426.99092684
2022-08-04,Iter97 best regime overlay,12828794.694208346
2022-08-05,Iter97 best regime overlay,13230736.652666906
2022-08-08,Iter97 best regime overlay,13144471.632263362
2022-08-09,Iter97 best regime overlay,13182507.959736388
2022-08-10,Iter97 best regime overlay,13135012.759433022
2022-08-11,Iter97 best regime overlay,13117986.171571523
2022-08-12,Iter97 best regime overlay,13071901.519832343
2022-08-15,Iter97 best regime overlay,13058184.424337592
2022-08-16,Iter97 best regime overlay,13246135.575449778
2022-08-17,Iter97 best regime overlay,13556384.807297463
2022-08-18,Iter97 best regime overlay,14043577.777925909
2022-08-19,Iter97 best regime overlay,14264988.992013184
2022-08-22,Iter97 best regime overlay,14105425.4416335
2022-08-23,Iter97 best regime overlay,14058845.078260018
2022-08-24,Iter97 best regime overlay,14376719.235197775
2022-08-25,Iter97 best regime overlay,14794586.987881325
2022-08-26,Iter97 best regime overlay,14630463.556022296
2022-08-29,Iter97 best regime overlay,14365450.238002751
2022-08-30,Iter97 best regime overlay,14796594.428764049
2022-08-31,Iter97 best regime overlay,14922142.049899884
2022-09-01,Iter97 best regime overlay,14684613.722147174
2022-09-02,Iter97 best regime overlay,14317183.931527965
2022-09-05,Iter97 best regime overlay,13988920.238118764
2022-09-06,Iter97 best regime overlay,13775768.495815134
2022-09-07,Iter97 best regime overlay,13368251.507765986
2022-09-08,Iter97 best regime overlay,13403317.205661021
2022-09-12,Iter97 best regime overlay,13197414.782809788
2022-09-13,Iter97 best regime overlay,13225062.153948288
2022-09-14,Iter97 best regime overlay,13061056.065437812
2022-09-15,Iter97 best regime overlay,13098143.673933573
2022-09-16,Iter97 best regime overlay,12812930.147289446
2022-09-19,Iter97 best regime overlay,12426868.295834338
2022-09-20,Iter97 best regime overlay,12660635.432911392
2022-09-21,Iter97 best regime overlay,12689166.69607376
2022-09-22,Iter97 best regime overlay,12666586.475408504
2022-09-23,Iter97 best regime overlay,12299488.422180863
2022-09-26,Iter97 best regime overlay,12069960.640682543
2022-09-27,Iter97 best regime overlay,11988707.53206189
2022-09-28,Iter97 best regime overlay,11902300.610755034
2022-09-29,Iter97 best regime overlay,12402459.635785375
2022-09-30,Iter97 best regime overlay,12813752.718715705
2022-10-03,Iter97 best regime overlay,13073808.357642874
2022-10-04,Iter97 best regime overlay,13435414.855112242
2022-10-05,Iter97 best regime overlay,13458585.172439724
2022-10-06,Iter97 best regime overlay,13411417.473045629
2022-10-07,Iter97 best regime overlay,13253555.736336714
2022-10-11,Iter97 best regime overlay,12794791.688624084
2022-10-12,Iter97 best regime overlay,12742584.4135383
2022-10-13,Iter97 best regime overlay,12232321.798424035
2022-10-14,Iter97 best regime overlay,12386181.742750332
2022-10-17,Iter97 best regime overlay,12342750.142303081
2022-10-18,Iter97 best regime overlay,12345843.035875168
2022-10-19,Iter97 best regime overlay,12267991.781954743
2022-10-20,Iter97 best regime overlay,12166527.665732164
2022-10-21,Iter97 best regime overlay,11854537.210323732
2022-10-24,Iter97 best regime overlay,11770759.651645593
2022-10-25,Iter97 best regime overlay,11699412.426111283
